,id,sex,genotype,phenotype,area,ellipse axe 1 length,max axe 1 length,deviation max axe 1 from center,axe 1 Moment 2,axe 1 Moment 3,axe 1 Moment 4,std axe 1 Moment 2,std axe 1 Moment 3,std axe 1 Moment 4,ellipse axe 2 length,max axe 2 length,deviation max axe 2 from center,axe 2 Moment 2,axe 2 Moment 3,axe 2 Moment 4,std axe 2 Moment 2,std axe 2 Moment 3,std axe 2 Moment 4,Perimeter,Tribe,Genus,Species,sub-species,doresal/ventral,Anterior/Posterior,left/right,sub/Family,sex-phenotype
1039,335,M,a-s,aurora,499365.0,1180.118,1187,36.4323,237628748091,201364292072409,1.82016649959627e+17,0.58115,0.6224,0.65459,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3362.7089,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1040,336,M,a-s,aurora,928304.0,1629.6146,1678,118.8122,971835425691,1184358124940310,1.52606071015887e+18,0.60976,0.64636,0.67481,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4449.2026,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1041,336,M,a-s,aurora,927243.0,1624.589,1696,127.5463,1009047099825,1246710265323600,1.62790978618912e+18,0.61508,0.65078,0.67871,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4545.0016,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1042,336,M,a-s,aurora,665897.0,1149.4991,1154,68.5382,277056104381,223134878493849,1.92346044713833e+17,0.55895,0.60189,0.63528,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3640.7405,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1043,336,M,a-s,aurora,665638.0,1163.5685,1216,102.5785,321692845338,273617410003886,2.48544072153597e+17,0.5717,0.61146,0.64285,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3650.1791,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1044,336,M,a-s,aurora,930880.0,1631.1183,1698,153.2774,1014404844044,1255123031602510,1.64130378366379e+18,0.61478,0.65062,0.67863,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4539.9822,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1045,336,M,a-s,aurora,927635.0,1627.6153,1677,112.7586,969010700798,1179487684348300,1.51785154247403e+18,0.60946,0.64601,0.67442,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4442.3082,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1046,336,M,a-s,aurora,664826.0,1163.2738,1215,93.4202,322209677974,274312682273226,2.49397894150553e+17,0.57298,0.61273,0.64412,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3577.6105,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1047,336,M,a-s,aurora,663294.0,1147.5835,1154,70.6785,274073930425,220129317540015,1.89254249260764e+17,0.55703,0.59995,0.63333,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3564.7405,Ithomiinae,Melinaea,marsaeus,phasiana,v,Ant,g,Ithomiinae,m-aurora
1048,337,F,a-s,aurora,1024817.0,1727.824,1783,153.8054,1229268975856,1598351998308530,2.19567711300086e+18,0.61426,0.65042,0.67855,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4659.4797,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1049,337,F,a-s,aurora,1018263.0,1720.0156,1765,177.6994,1187257915421,1526306458004760,2.07400352418889e+18,0.61178,0.64841,0.67685,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4619.4137,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1050,337,F,a-s,aurora,690911.0,1225.8191,1237,73.1905,335427835774,290251012682938,2.6854450940045e+17,0.56327,0.60545,0.63831,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3660.8237,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1051,337,F,a-s,aurora,688885.0,1222.4475,1231,92.9799,334301847134,288952357361906,2.67016188595635e+17,0.5659,0.60809,0.64097,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3648.1131,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1052,337,F,a-s,aurora,1019456.0,1721.5436,1767,179.5206,1183416945939,1519316480589260,2.06198656034274e+18,0.60974,0.64643,0.67491,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4581.9061,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1053,337,F,a-s,aurora,1025663.0,1728.4113,1782,144.437,1229141709913,1597660809240490,2.19395630325273e+18,0.61431,0.65051,0.67865,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4697.4208,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1054,337,F,a-s,aurora,685976.0,1218.2018,1231,89.1161,330573545155,284773439577341,2.62292834136789e+17,0.56393,0.606,0.63879,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3690.1374,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1055,337,F,a-s,aurora,687527.0,1222.7372,1236,65.6636,331331092759,285856419225721,2.63774528938927e+17,0.56165,0.60386,0.63675,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3716.1547,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1056,338,F,a-s,aurora,1009649.0,1715.6225,1772,129.8378,1210458612477,1569102422132990,2.14732868386205e+18,0.61791,0.65368,0.6815,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4712.031,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1057,338,F,a-s,aurora,990297.0,1698.3509,1745,106.592,1144528456257,1460360314758310,1.96816347225313e+18,0.61608,0.65228,0.68042,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4660.3498,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1058,338,F,a-s,aurora,687594.0,1224.8885,1222,33.2857,322566561887,276134177119315,2.52968380250575e+17,0.5605,0.60375,0.63733,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3650.4146,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1059,338,F,a-s,aurora,669833.0,1216.3849,1220,66.5125,313227575418,267392073505482,2.44328440764894e+17,0.56051,0.60353,0.637,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3625.6034,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1060,338,F,a-s,aurora,992265.0,1699.9286,1746,133.4132,1145546490547,1461367459707540,1.96913909159576e+18,0.61539,0.65163,0.67978,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4611.1193,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1061,338,F,a-s,aurora,1009917.0,1715.3619,1770,125.4795,1209537041384,1567081275110710,2.14324690306406e+18,0.61829,0.65408,0.6819,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4732.4574,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1062,338,F,a-s,aurora,669004.0,1215.1794,1222,82.065,312277993590,266310499821442,2.43083967585566e+17,0.55909,0.60198,0.63535,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3628.574,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1063,338,F,a-s,aurora,687161.0,1225.0615,1220,84.4991,321391518010,274823887902160,2.5148518068257e+17,0.56057,0.60391,0.63753,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3641.6623,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1064,339,F,a-s,aurora,1062462.0,1737.4627,1807,115.8703,1319798203413,1740941010614060,2.42627715246389e+18,0.61679,0.65243,0.6803,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4793.9478,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1065,339,F,a-s,aurora,1058245.0,1732.1581,1800,111.9656,1313013379954,1730368576810930,2.40960467230852e+18,0.61883,0.6545,0.68244,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4799.3203,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1066,339,F,a-s,aurora,495689.0,1160.4254,1217,178.1964,230828181238,193534110307514,1.73432839510218e+17,0.56072,0.60056,0.63196,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3295.1253,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1067,339,F,a-s,aurora,543221.0,1269.7828,1248,44.465,284574604150,254859836139014,2.43426457969124e+17,0.57996,0.62263,0.65559,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3585.378,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1068,339,F,a-s,aurora,1060809.0,1734.5985,1795,110.6414,1300162720728,1706360079810460,2.36710110470844e+18,0.61676,0.65275,0.6809,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4720.3325,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1069,339,F,a-s,aurora,1062543.0,1736.9169,1806,122.7775,1315677744767,1733275780435930,2.41259018940674e+18,0.61615,0.65181,0.6797,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4826.3153,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1070,339,F,a-s,aurora,548457.0,1276.8693,1251,57.0022,289000334402,259786832396156,2.49047042535297e+17,0.58026,0.62311,0.65619,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3619.9221,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1071,339,F,a-s,aurora,496153.0,1159.9136,1221,180.4529,230925383012,193553165825846,1.73395395477659e+17,0.55874,0.59843,0.62971,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3298.1303,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1072,341,F,a-s,aurora,967056.0,1676.2,1731,137.1215,1108434397333,1406827412216260,1.88681501633697e+18,0.61849,0.65458,0.68277,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4533.8056,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1073,341,F,a-s,aurora,976525.0,1676.273,1733,142.6551,1172963684402,1513887192925170,2.06203212641797e+18,0.63241,0.66784,0.69559,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4652.5579,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1074,341,F,a-s,aurora,497605.0,1181.4509,1172,198.3107,234547562115,197158335358839,1.76130000370342e+17,0.58579,0.62668,0.65813,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3245.2186,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1075,341,F,a-s,aurora,504059.0,1181.3819,1178,189.6056,238583088153,201123631115089,1.80309393703e+17,0.58403,0.62495,0.65651,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3212.976,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1076,341,F,a-s,aurora,982519.0,1679.5386,1735,146.9901,1181949333904,1527247989805300,2.0829307344272e+18,0.63216,0.66766,0.69548,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4623.0777,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1077,341,F,a-s,aurora,966045.0,1674.0085,1727,137.5321,1102111928994,1395856419724950,1.86816955507237e+18,0.61847,0.65462,0.68283,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4530.8107,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1078,341,F,a-s,aurora,504827.0,1182.7967,1178,200.8922,240119642354,202836958824754,1.82214602247091e+17,0.58546,0.62641,0.65798,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3242.1475,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1079,341,F,a-s,aurora,496793.0,1182.4748,1172,194.9147,233798939341,196482222822607,1.75496557697429e+17,0.58534,0.62631,0.6578,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3275.6034,Ithomiinae,Melinaea,menophilus,ssp. nov.,v,Ant,g,Ithomiinae,m-aurora
1080,342,M,a-s,aurora,853370.0,1594.0338,1664,65.0688,870744072816,1047794539065460,1.33578958620411e+18,0.60705,0.64352,0.6722,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4237.7396,Ithomiinae,Melinaea,ludovica,ludovica,v,Ant,g,Ithomiinae,m-aurora
1081,342,M,a-s,aurora,850612.0,1583.396,1643,73.7927,818514614634,962658045985728,1.20094999583582e+18,0.59705,0.63427,0.66345,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4234.8939,Ithomiinae,Melinaea,ludovica,ludovica,v,Ant,g,Ithomiinae,m-aurora
1082,342,M,a-s,aurora,365151.0,1038.451,1016,102.3177,122432875845,88387584248335,6.8075895920131e+16,0.56993,0.6134,0.64675,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,2870.9861,Ithomiinae,Melinaea,ludovica,ludovica,v,Ant,g,Ithomiinae,m-aurora
1083,342,M,a-s,aurora,343051.0,1026.7236,1016,54.2578,114187953474,82207794186082,6.3283802262609e+16,0.56785,0.61135,0.64504,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,2750.6358,Ithomiinae,Melinaea,ludovica,ludovica,v,Ant,g,Ithomiinae,m-aurora
1084,342,M,a-s,aurora,851048.0,1582.4364,1639,74.9104,816881011542,959585091183180,1.19557508528009e+18,0.59776,0.63503,0.66424,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4242.0167,Ithomiinae,Melinaea,ludovica,ludovica,v,Ant,g,Ithomiinae,m-aurora
1085,342,M,a-s,aurora,853041.0,1593.5853,1665,64.7617,870937048146,1048268233536820,1.33672247821981e+18,0.60687,0.64331,0.67198,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4268.0483,Ithomiinae,Melinaea,ludovica,ludovica,v,Ant,g,Ithomiinae,m-aurora
1086,342,M,a-s,aurora,343846.0,1026.3531,1017,50.0157,114897645875,82805740259991,6.38028755006791e+16,0.5684,0.61176,0.64535,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,2739.0794,Ithomiinae,Melinaea,ludovica,ludovica,v,Ant,g,Ithomiinae,m-aurora
1087,342,M,a-s,aurora,367183.0,1040.7108,1018,95.4354,123605423100,89409690728014,6.89889761351526e+16,0.56994,0.61341,0.64674,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,2900.6185,Ithomiinae,Melinaea,ludovica,ludovica,v,Ant,g,Ithomiinae,m-aurora
1088,2016,M,a-s,aurora,1112309.0,1723.3123,1758,90.495,1233250172992,1560917750026700,2.09470251439586e+18,0.59895,0.63684,0.66635,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4626.2564,Heliconiinae,Heliconius,numata,tarapotensis,v,Ant,g,Ithomiinae,m-aurora
1089,2016,M,a-s,aurora,1111721.0,1732.2478,1766,104.8306,1255505526475,1601788560711460,2.16631347906285e+18,0.60176,0.63956,0.66902,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4763.3519,Heliconiinae,Heliconius,numata,tarapotensis,v,Ant,g,Ithomiinae,m-aurora
1090,2016,M,a-s,aurora,713830.0,1193.4402,1222,-75.6462,347395895984,299058122886056,2.75624282442964e+17,0.57088,0.61233,0.64507,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3792.2695,Heliconiinae,Heliconius,numata,tarapotensis,v,Ant,g,Ithomiinae,m-aurora
1091,2016,M,a-s,aurora,765713.0,1231.9358,1232,23.2004,333588703683,281685826205733,2.56692317435696e+17,0.53575,0.5816,0.61763,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3956.0025,Heliconiinae,Heliconius,numata,tarapotensis,v,Ant,g,Ithomiinae,m-aurora
1092,2016,M,a-s,aurora,1112923.0,1730.7217,1764,101.6512,1248168819513,1588551334991950,2.14385969408472e+18,0.60035,0.63828,0.66786,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4731.0016,Heliconiinae,Heliconius,numata,tarapotensis,v,Ant,g,Ithomiinae,m-aurora
1093,2016,M,a-s,aurora,1111990.0,1723.2112,1757,90.3889,1233000318840,1560775465468440,2.09488477385122e+18,0.59932,0.63725,0.6668,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4646.7173,Heliconiinae,Heliconius,numata,tarapotensis,v,Ant,g,Ithomiinae,m-aurora
1094,2016,M,a-s,aurora,764659.0,1230.2986,1231,-51.4643,333605098640,281738495557840,2.56771683243384e+17,0.53657,0.58237,0.61839,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3935.5172,Heliconiinae,Heliconius,numata,tarapotensis,v,Ant,g,Ithomiinae,m-aurora
1095,2016,M,a-s,aurora,713646.0,1195.4499,1224,-77.0619,347068894971,298880543095239,2.75576013638775e+17,0.56975,0.61126,0.64403,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3767.5071,Heliconiinae,Heliconius,numata,tarapotensis,v,Ant,g,Ithomiinae,m-aurora
1096,2027,F,a-s,aurora,911250.0,1583.8668,1653,67.1472,900916554834,1070257308908380,1.34817762357477e+18,0.60152,0.63828,0.6672,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4408.3254,Heliconiinae,Heliconius,numata,silvana,v,Ant,g,Ithomiinae,m-aurora
1097,2027,F,a-s,aurora,928056.0,1609.4047,1674,67.4022,937162033559,1126697969458690,1.43651967997385e+18,0.6003,0.63727,0.66631,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4458.4259,Heliconiinae,Heliconius,numata,silvana,v,Ant,g,Ithomiinae,m-aurora
1098,2027,F,a-s,aurora,576378.0,1060.5277,1059,-20.7073,202234744236,150147051068804,1.19510117275619e+17,0.55934,0.60308,0.6372,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3266.5567,Heliconiinae,Heliconius,numata,silvana,v,Ant,g,Ithomiinae,m-aurora
1099,2027,F,a-s,aurora,588098.0,1067.6011,1067,-5.7444,207559084506,154745822599468,1.2370317658062e+17,0.55678,0.60056,0.6347,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3303.2258,Heliconiinae,Heliconius,numata,silvana,v,Ant,g,Ithomiinae,m-aurora
1100,2027,F,a-s,aurora,928834.0,1607.9548,1673,122.4146,951512723298,1149908149777140,1.4734850293047e+18,0.60498,0.64182,0.67082,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4478.8767,Heliconiinae,Heliconius,numata,silvana,v,Ant,g,Ithomiinae,m-aurora
1101,2027,F,a-s,aurora,910840.0,1583.5352,1653,58.8954,897602174904,1065087336522790,1.34024363088433e+18,0.60055,0.63735,0.66629,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4431.2127,Heliconiinae,Heliconius,numata,silvana,v,Ant,g,Ithomiinae,m-aurora
1102,2027,F,a-s,aurora,588183.0,1068.004,1064,-4.7859,207004360756,154218788450222,1.23207105572162e+17,0.55756,0.60154,0.63583,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3388.0958,Heliconiinae,Heliconius,numata,silvana,v,Ant,g,Ithomiinae,m-aurora
1103,2027,F,a-s,aurora,574497.0,1059.033,1053,-22.147,201134369541,149151728223005,1.18570434829294e+17,0.56192,0.60583,0.64009,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3315.2674,Heliconiinae,Heliconius,numata,silvana,v,Ant,g,Ithomiinae,m-aurora
1104,2028,F,a-s,aurora,994539.0,1664.2479,1755,63.1418,1145367372710,1454907453869470,1.95515136521025e+18,0.61148,0.64684,0.6747,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4634.5996,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1105,2028,F,a-s,aurora,1000758.0,1662.5195,1740,115.7525,1111600087729,1393377681436320,1.84924443678013e+18,0.6057,0.64175,0.67007,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4631.362,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1106,2028,F,a-s,aurora,690388.0,1188.7355,1188,33.9566,321232445030,271539911856496,2.45407935728988e+17,0.57418,0.61673,0.64995,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3684.8065,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1107,2028,F,a-s,aurora,677830.0,1187.2838,1192,21.836,308020427075,258689385857305,2.32752277305608e+17,0.56553,0.60852,0.6422,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3623.6522,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1108,2028,F,a-s,aurora,1000989.0,1661.9138,1737,71.2608,1108897483077,1388542879684150,1.84099897299154e+18,0.60594,0.64206,0.67043,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4606.96,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1109,2028,F,a-s,aurora,995649.0,1664.1221,1755,88.1364,1144509531995,1453015596896950,1.95179845911254e+18,0.61091,0.64631,0.67423,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4666.6584,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1110,2028,F,a-s,aurora,676433.0,1184.4061,1184,-6.0514,306961392596,257484346940634,2.31364778983668e+17,0.56895,0.6121,0.6459,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3576.8654,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1111,2028,F,a-s,aurora,690175.0,1189.2974,1186,25.8083,319694910692,269869101153618,2.43582260576581e+17,0.57386,0.61657,0.64989,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,3715.0735,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1112,2066,F,a-s,aurora,917549.0,1592.3007,1669,86.0727,918849731502,1098561309604240,1.39323009382735e+18,0.59959,0.63622,0.66511,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4411.0706,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
1113,2066,F,a-s,aurora,926720.0,1614.9222,1689,70.9283,949668623390,1149040973690830,1.47440451404321e+18,0.59935,0.63606,0.66495,796.6858,862.0,-58.4482,202659177288.0,112615953515302.0,6.79109497967825e+16,0.50415,0.5472,0.58186,4517.5975,Heliconiinae,Heliconius,numata,aurora,v,Ant,g,Ithomiinae,m-aurora
